url,team,contingent,sport,FinalPosition
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=027c681f-34f4-4adf-9254-8322c2a20129&SetLanguage=en-CA,NS,Nova Scotia,Gymnastics Artistic - Team Event Female,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a593cf40-a610-4ad5-8171-82c53c3972ab&SetLanguage=en-CA,NT,Northwest Territories,Biathlon 3 x 7.5 km Relay Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a823807c-a04c-4622-a23d-74a3a75e5eb5&SetLanguage=en-CA,NT,Northwest Territories,Squash Team Competition Male,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=13ae2350-05f4-4071-9731-681b7be16861&SetLanguage=en-CA,NT,Northwest Territories,Curling Female,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=15178389-9696-4637-845d-8a02bf4eab2a&SetLanguage=en-CA,NT,Northwest Territories,Gymnastics Trampoline - Synchro Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=341fb93e-0528-4681-8e6b-23ea55d5805c&SetLanguage=en-CA,NT,Northwest Territories,Speed Skating Short Track - Team Relay Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9ed7e726-f817-44b4-8485-1d8b1c70262e&SetLanguage=en-CA,NT,Northwest Territories,Judo Team Competition Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b91dbbb7-9cf9-4166-b728-1ddfc637c520&SetLanguage=en-CA,NT,Northwest Territories,Table Tennis Doubles Female,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=696ba632-6023-4286-a602-284812b90634&SetLanguage=en-CA,NT,Northwest Territories,Squash Team Competition Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=74e08253-bc05-4da1-a209-05cd8afcecdd&SetLanguage=en-CA,NT,Northwest Territories,Table Tennis Team Female,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a2acf4d6-041a-41aa-9533-31024152f763&SetLanguage=en-CA,NT,Northwest Territories,Badminton Team Competition Mix,13
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d67bc81e-8041-4379-966e-3d948a8ca69e&SetLanguage=en-CA,NT,Northwest Territories,Hockey Female,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=4d22b774-6bc8-44bd-bdb2-a283557a6e32&SetLanguage=en-CA,NT,Northwest Territories,Gymnastics Artistic - Team Event Female,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e556a129-1c21-40e8-a16f-a422e37cad20&SetLanguage=en-CA,NT,Northwest Territories,Archery Compound - Team Mix,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=41ba40bb-d9ba-48e1-ae5d-9e0ca3630c02&SetLanguage=en-CA,NT,Northwest Territories,Table Tennis Team Male,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=252d7716-cd7e-4ac4-b88e-a5304dbe7a10&SetLanguage=en-CA,NT,Northwest Territories,Archery Recurve - Team Mix,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=4101ce5b-61bc-43a1-940d-e0f4ad4f0d8d&SetLanguage=en-CA,NT,Northwest Territories,Judo Team Competition Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9ff7c725-66e8-4d92-9e8d-f0f0e4dfc4b4&SetLanguage=en-CA,NT,Northwest Territories,Speed Skating Short Track - Team Relay Male,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f08a50f6-6537-4b43-91e2-c2e6eef64fc5&SetLanguage=en-CA,NT,Northwest Territories,Table Tennis Doubles Male,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=839d85dd-91ad-4c43-a7f9-ae798ca7822e&SetLanguage=en-CA,NT,Northwest Territories,Hockey Male,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9e75bec5-7b61-4391-80db-ad2f8210141d&SetLanguage=en-CA,NT,Northwest Territories,Table Tennis Doubles Mix,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=913562d6-94ae-4255-ab98-4b435c06b603&SetLanguage=en-CA,NT-A,Northwest Territories,Cross Country Skiing Relay Mix,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=fbe9724d-dbd5-4b75-9def-ab8c25c658cc&SetLanguage=en-CA,NU,Nunavut,Table Tennis Doubles Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=8ac5340e-f500-45f8-b450-8ce72f8ece1e&SetLanguage=en-CA,NT-B,Northwest Territories,Cross Country Skiing Relay Mix,18
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=aed6b51b-7e71-4a39-9f8d-db90688a1d6e&SetLanguage=en-CA,NU,Nunavut,Speed Skating Short Track - Team Relay Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=aece00be-e6a4-4a10-b3e2-d98de4a8d5dd&SetLanguage=en-CA,NU,Nunavut,Judo Team Competition Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=bf8954ce-9885-4d2f-8cbe-f05db9f44b1d&SetLanguage=en-CA,NU,Nunavut,Table Tennis Doubles Male,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c7821be9-f277-4eaa-a165-92010e1438cc&SetLanguage=en-CA,NU,Nunavut,Table Tennis Team Male,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=3b5e0a53-8176-44a6-8f0d-1f397971f7d6&SetLanguage=en-CA,NU,Nunavut,Table Tennis Doubles Mix,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e7a9562d-eab6-4bb3-88aa-22eba1ec2fed&SetLanguage=en-CA,NU,Nunavut,Badminton Team Competition Mix,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d34dfe7a-fa59-468e-b007-b38ac34468b3&SetLanguage=en-CA,NU,Nunavut,Hockey Male,12
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d5ed8db1-857b-43a6-ba84-9381b86527f4&SetLanguage=en-CA,NU,Nunavut,Judo Team Competition Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=049a036f-2d76-48bc-9893-3c73517b2ef6&SetLanguage=en-CA,ON,Ontario,Gymnastics Trampoline - Team Mix,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=8164a30f-fbba-4c81-adc0-999015dd43ac&SetLanguage=en-CA,NU,Nunavut,Table Tennis Team Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c3f9b468-9ee7-4fde-bb63-3600e47adce1&SetLanguage=en-CA,ON,Ontario,Judo Team Competition Female,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=68fa297c-ddf0-47bc-885d-4a86e39c1e7d&SetLanguage=en-CA,ON,Ontario,Curling Female,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=08d2cb8d-f41f-4b9c-9e1d-4350048abf58&SetLanguage=en-CA,O'Donoghue/Bauer,Alberta,Badminton Doubles Mix,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=02f12bc6-9825-42ce-b54f-4860d4c264b3&SetLanguage=en-CA,ON,Ontario,Speed Skating Short Track - Team Relay Male,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=45ac378b-6025-4a9e-8c5a-a67c0ea08a12&SetLanguage=en-CA,ON,Ontario,Squash Team Competition Male,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=3a5213d6-85ad-4973-b03f-99d529e5ae9a&SetLanguage=en-CA,NU,Nunavut,Speed Skating Short Track - Team Relay Female,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=55d08d20-4874-4b34-b4eb-3423432fc72e&SetLanguage=en-CA,ON,Ontario,Gymnastics Trampoline - Synchro Male,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a96ee0dd-b608-45e6-8ec7-6f1e53097887&SetLanguage=en-CA,ON,Ontario,Table Tennis Doubles Female,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e5114f05-ef9a-4af0-b454-547b3fa9e894&SetLanguage=en-CA,ON,Ontario,Table Tennis Doubles Mix,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=72c499d5-ee0c-4f7e-9229-0e93e011362d&SetLanguage=en-CA,ON,Ontario,Speed Skating Long Track - Team Pursuit Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=33219409-89f5-4cbe-beb5-076e60cdc8cc&SetLanguage=en-CA,ON,Ontario,Table Tennis Team Female,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=36c5ee79-4c29-4832-93cb-072e6f5649cf&SetLanguage=en-CA,ON,Ontario,Speed Skating Short Track - Team Relay Female,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=01cbacbd-4b5d-4989-9f24-0fe903a37df3&SetLanguage=en-CA,ON,Ontario,Gymnastics Artistic - Team Event Female,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=ec29174c-b771-4a8e-87d2-097b40b86fdf&SetLanguage=en-CA,ON,Ontario,Archery Recurve - Team Mix,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=78280373-f9c0-4565-991b-649f3eed8224&SetLanguage=en-CA,ON,Ontario,Archery Compound - Team Mix,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=bee9450a-cbe4-433e-856c-7d730434adea&SetLanguage=en-CA,ON,Ontario,Judo Team Competition Male,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0761dca9-25ef-47da-a28c-1bca596df033&SetLanguage=en-CA,ON,Ontario,Biathlon 3 x 7.5 km Relay Male,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f26c66d0-9d1e-434d-be0d-e259dce97e10&SetLanguage=en-CA,ON,Ontario,Table Tennis Doubles Male,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=181aef61-c6fc-4c2a-b4f4-f98cb76d90ee&SetLanguage=en-CA,ON,Ontario,Speed Skating Long Track - Team Pursuit Male,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e8da41c2-bd6f-41e6-80dc-d34f710d6ddc&SetLanguage=en-CA,ON,Ontario,Biathlon 3 x 6 km Relay Female,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c3928516-090c-4542-9cb8-1e9e75102083&SetLanguage=en-CA,ON,Ontario,Hockey Male,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2ab564d6-87f3-47a8-9f40-d38154da1446&SetLanguage=en-CA,ON,Ontario,Curling Male,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e308f43d-6a54-4f0a-9831-d3608d425b4d&SetLanguage=en-CA,ON,Ontario,Wheelchair Basketball Mix,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1d1439fa-7d93-4a51-a09d-fc1cc658f822&SetLanguage=en-CA,ON,Ontario,Badminton Team Competition Mix,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=eb34953a-d111-49a2-960f-feccd76d7734&SetLanguage=en-CA,ON,Ontario,Hockey Female,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=ea91b28c-4a3f-4228-b2ca-928307e540c2&SetLanguage=en-CA,ON,Ontario,Squash Team Competition Female,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9d4eee80-fdb8-4a54-ad0e-af2507c65ea4&SetLanguage=en-CA,ON,Ontario,Table Tennis Team Male,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=670ae737-b506-4fbc-bb42-af254cae75e7&SetLanguage=en-CA,ON,Ontario,Gymnastics Artistic - Team Event Male,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=73ae9f18-21a6-4a56-bb37-ff8086586f85&SetLanguage=en-CA,ON,Ontario,Ringette Female,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6a4a4ee3-742c-46e7-b721-ba9ac7236886&SetLanguage=en-CA,ON,Ontario,Artistic Swimming Team Female,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=eef4074d-eeb2-4d02-a4c6-bb9abe347812&SetLanguage=en-CA,ON,Ontario,Gymnastics Trampoline - Synchro Female,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=91c7a867-e085-4e97-ab36-03bdda9759d2&SetLanguage=en-CA,Ong/Redekop,Saskatchewan,Badminton Doubles Mix,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6e7fe0ce-2208-42cd-9007-c5370ac45235&SetLanguage=en-CA,ON-A,Ontario,Cross Country Skiing Relay Mix,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=fda44bb6-2a06-404e-a2ef-2ed96583cae5&SetLanguage=en-CA,ON-B,Ontario,Cross Country Skiing Relay Mix,19
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=39c12222-3c2b-48a9-a679-325b5d798efc&SetLanguage=en-CA,Patel/Sinclair,Manitoba,Badminton Doubles Mix,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6d654cc0-e5f5-4aa8-ae17-b5c7c1fa0585&SetLanguage=en-CA,Pan/Lawther,Prince Edward Island,Badminton Doubles Mix,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=bc07e3bf-4449-43e0-9291-00a1927a23e4&SetLanguage=en-CA,PE,Prince Edward Island,Archery Recurve - Team Mix,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=23ccca97-64c8-46f9-93f7-025cf7aa7169&SetLanguage=en-CA,PE,Prince Edward Island,Table Tennis Doubles Mix,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9385942e-75cd-40e6-856a-c195a5afe6e0&SetLanguage=en-CA,PE,Prince Edward Island,Biathlon 3 x 7.5 km Relay Male,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1de756a0-4512-4c87-8d42-dec871bbed26&SetLanguage=en-CA,PE,Prince Edward Island,Table Tennis Doubles Male,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e895592f-ca68-412d-8dfb-c7f5ef4516a6&SetLanguage=en-CA,PE,Prince Edward Island,Judo Team Competition Male,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2ed974e7-c9ad-4b72-8a1f-17a72ca76f92&SetLanguage=en-CA,PE,Prince Edward Island,Squash Team Competition Female,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=58d32530-9e88-40f7-ac71-cd1adbfd0c97&SetLanguage=en-CA,PE,Prince Edward Island,Biathlon 3 x 6 km Relay Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f3e94976-d94f-4094-9c24-e5515eb6bd44&SetLanguage=en-CA,PE,Prince Edward Island,Squash Team Competition Male,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=74a871f9-b94a-4288-ace2-caa7c880e562&SetLanguage=en-CA,PE,Prince Edward Island,Speed Skating Short Track - Team Relay Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=7b244db0-e740-4fcc-ab52-e7fd1083a14a&SetLanguage=en-CA,PE,Prince Edward Island,Curling Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a18442bf-b6fa-40e1-b3df-f8826690165e&SetLanguage=en-CA,PE,Prince Edward Island,Speed Skating Long Track - Team Pursuit Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f946adfa-2968-42fb-aae4-96847d5037ee&SetLanguage=en-CA,PE,Prince Edward Island,Gymnastics Artistic - Team Event Female,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=449fc74a-54dc-4ec5-be9f-f22faab8726e&SetLanguage=en-CA,PE,Prince Edward Island,Judo Team Competition Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=97e70aea-148d-417f-9033-6cd7541f1dd7&SetLanguage=en-CA,PE,Prince Edward Island,Table Tennis Team Male,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=92f45bf0-df7e-4ce4-b69b-f730aa37b074&SetLanguage=en-CA,PE,Prince Edward Island,Curling Male,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=798e5587-d33f-4a1d-9574-2d4e78c22b5f&SetLanguage=en-CA,PE,Prince Edward Island,Gymnastics Artistic - Team Event Male,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=bdd018c3-659e-476a-8b31-81c319eead39&SetLanguage=en-CA,PE,Prince Edward Island,Hockey Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f26a5b99-bbc7-45c7-998b-a1526216be4b&SetLanguage=en-CA,PE,Prince Edward Island,Badminton Team Competition Mix,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=39798d68-13c3-46cd-acc3-97bbec955519&SetLanguage=en-CA,PE,Prince Edward Island,Speed Skating Long Track - Team Pursuit Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d814d990-8b57-4caf-bd31-6670f2b50abc&SetLanguage=en-CA,PE,Prince Edward Island,Hockey Male,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=bb8eb446-9aae-42a5-b844-38452aee5285&SetLanguage=en-CA,PE,Prince Edward Island,Table Tennis Doubles Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6a836939-bc7e-4a2c-9337-58b2d440c575&SetLanguage=en-CA,PE,Prince Edward Island,Speed Skating Short Track - Team Relay Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=75720e1a-d4b7-44e3-b360-4674bb6a760a&SetLanguage=en-CA,Pothier/Shen,Nova Scotia,Badminton Doubles Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=ba2b0c8d-5aa8-4c18-82a2-6d95e6ab3407&SetLanguage=en-CA,Pothier/White,Nova Scotia,Badminton Doubles Mix,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b9710ab3-78e2-4a44-b917-41b0fc15d08a&SetLanguage=en-CA,PE,Prince Edward Island,Archery Compound - Team Mix,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0ae9f5e6-e7d3-4b7d-a201-385b6926c343&SetLanguage=en-CA,PE,Prince Edward Island,Ringette Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=7e5fa23c-0f8e-4ee6-b277-655f990bce9f&SetLanguage=en-CA,Pelé/Portz,Alberta,Figure Skating Dance Pre-Novice Mix,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b3990b04-7591-40c1-8a5d-2939b599b14e&SetLanguage=en-CA,Proud/Stirrat,British Columbia,Artistic Swimming Duet Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=8583f41f-cd74-4ef2-a563-cbeccd666151&SetLanguage=en-CA,QC,Quebec,Speed Skating Long Track - Team Pursuit Female,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9e6b9510-a36d-4a12-ab6b-f181b1670f01&SetLanguage=en-CA,QC,Quebec,Gymnastics Trampoline - Team Mix,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e96e6289-d4c9-4049-a9d0-b08d72da22a4&SetLanguage=en-CA,QC,Quebec,Archery Recurve - Team Mix,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a9c45e26-1eab-4272-9265-cbd4e3813ded&SetLanguage=en-CA,QC,Quebec,Squash Team Competition Male,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a1cd8395-b5d1-4b64-99e1-b231a910972e&SetLanguage=en-CA,QC,Quebec,Curling Male,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0faf91f9-9c1b-4968-85cc-b4cbb6464f6f&SetLanguage=en-CA,QC,Quebec,Table Tennis Team Female,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=8b899c57-deea-4dfc-91d4-749730676984&SetLanguage=en-CA,QC,Quebec,Wheelchair Basketball Mix,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=00e5268a-eb4a-4186-a79d-b5e664a48480&SetLanguage=en-CA,QC,Quebec,Gymnastics Artistic - Team Event Female,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=afde80c0-4227-4f8b-bbf7-b8327c10d0fd&SetLanguage=en-CA,QC,Quebec,Table Tennis Team Male,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=4469325b-2a91-4944-b59f-77871a22a955&SetLanguage=en-CA,QC,Quebec,Squash Team Competition Female,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0b064a88-a5eb-4f09-b366-8c1aa8fc8abf&SetLanguage=en-CA,QC,Quebec,Speed Skating Short Track - Team Relay Male,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=59018e86-7a7e-4243-b263-bc2c34da00e7&SetLanguage=en-CA,QC,Quebec,Archery Compound - Team Mix,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=8e88d9b1-a54a-4563-97bc-bb28bfd5ecf9&SetLanguage=en-CA,QC,Quebec,Badminton Team Competition Mix,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a2597521-065b-45b4-9fa6-64e965482693&SetLanguage=en-CA,QC,Quebec,Table Tennis Doubles Male,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=4a11491c-c4bd-4ab1-980e-8719d9b0febe&SetLanguage=en-CA,QC,Quebec,Biathlon 3 x 6 km Relay Female,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2202d7ab-39ad-4153-aaf6-683bea99a896&SetLanguage=en-CA,QC,Quebec,Gymnastics Trampoline - Synchro Male,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=829ae5f4-6527-4456-a586-8fca84814f04&SetLanguage=en-CA,QC,Quebec,Gymnastics Artistic - Team Event Male,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=80d557ba-7577-46a3-a889-910e574a2056&SetLanguage=en-CA,QC,Quebec,Table Tennis Doubles Mix,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=22942e16-5838-43a2-8fa1-7be6755b63c1&SetLanguage=en-CA,QC,Quebec,Artistic Swimming Team Female,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=14b54b13-2872-4dc9-8a94-67ab39e751e6&SetLanguage=en-CA,QC,Quebec,Judo Team Competition Male,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a2b11747-7bdf-43d3-9fd1-554ed456864e&SetLanguage=en-CA,QC,Quebec,Gymnastics Trampoline - Synchro Female,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=8dea8f87-5f46-4bbf-8b3a-56a590be65ef&SetLanguage=en-CA,QC,Quebec,Table Tennis Doubles Female,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a63d7f00-94e8-4547-a5df-4b1490eaa79f&SetLanguage=en-CA,QC,Quebec,Speed Skating Short Track - Team Relay Female,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=bae1a157-bdcb-433e-88a5-19dc36e7c546&SetLanguage=en-CA,QC,Quebec,Hockey Female,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d75fdbf6-4142-4c4c-b532-080c5fab9d17&SetLanguage=en-CA,QC,Quebec,Speed Skating Long Track - Team Pursuit Male,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2a9b9d52-7ef2-4c98-9a29-4c239963b975&SetLanguage=en-CA,QC,Quebec,Curling Female,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=fd42e7c0-6e0e-4934-9345-40ee34f7a983&SetLanguage=en-CA,QC,Quebec,Judo Team Competition Female,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b071ad40-248e-4a63-8394-6b444b9086d2&SetLanguage=en-CA,QC-A,Quebec,Cross Country Skiing Relay Mix,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=561cef53-ef79-4779-9d44-3a45eaf5d483&SetLanguage=en-CA,QC,Quebec,Biathlon 3 x 7.5 km Relay Male,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=910f90ad-09ff-4438-b780-5ab3fc4d35a0&SetLanguage=en-CA,QC-B,Quebec,Cross Country Skiing Relay Mix,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=012461da-3d17-4bdf-bb2b-69bcbba8fcf0&SetLanguage=en-CA,Rogers/Morrissey,New Brunswick,Badminton Doubles Mix,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=5c01c2e2-990a-48d3-9ca3-4f21c6b7d52c&SetLanguage=en-CA,QC,Quebec,Ringette Female,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b85548eb-be50-4d52-97ed-2bac3f06213f&SetLanguage=en-CA,QC,Quebec,Hockey Male,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c05d3398-15a3-4e1a-a3d9-b501dd339f2f&SetLanguage=en-CA,Schmitz/Taylor,Saskatchewan,Figure Skating Pairs Pre-Novice Mix,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0a0dec28-915d-41eb-ba6c-4c4a2014a622&SetLanguage=en-CA,Rogers/Skinner,New Brunswick,Badminton Doubles Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=ed39826a-034d-47a2-a545-90ee1f9b7654&SetLanguage=en-CA,Senthilkumaran/Sinclair,Manitoba,Badminton Doubles Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=98396817-a3c9-48be-8aaa-1f2cda71ec26&SetLanguage=en-CA,Ronahan/Yuan,Prince Edward Island,Badminton Doubles Male,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2ae7e31a-30da-407b-bc4b-6d34949dc232&SetLanguage=en-CA,Simpson/Young,Newfoundland and Labrador,Badminton Doubles Mix,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f7ff38ce-a03e-4e9a-bc04-d3148d04237a&SetLanguage=en-CA,SK,Saskatchewan,Biathlon 3 x 6 km Relay Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=866c0e26-498e-4fcf-8520-cdf15333be27&SetLanguage=en-CA,SK,Saskatchewan,Speed Skating Short Track - Team Relay Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f1f5e455-bd97-456b-bc0e-a0f75d1749c3&SetLanguage=en-CA,SK,Saskatchewan,Table Tennis Doubles Mix,7
