url,team,contingent,sport,FinalPosition
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=bca2a59f-7b71-474a-8959-8152c38171eb&SetLanguage=en-CA,Lai/Feng,Ontario,Badminton Doubles Male,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=95e1aa63-5d3e-42b7-a5d9-f1cc7c744398&SetLanguage=en-CA,Lévesque-Morissette/Lévesque-Morissette,Newfoundland and Labrador,Figure Skating Dance Pre-Novice Mix,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=af871284-f585-4012-8225-2d32bc834495&SetLanguage=en-CA,Lu/Luo,British Columbia,Badminton Doubles Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=51d9f7d4-07ce-41e4-85b3-391de297c56f&SetLanguage=en-CA,Lu/Yee,British Columbia,Badminton Doubles Mix,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=784ea3c5-0f65-4fad-8fff-6023a02c845e&SetLanguage=en-CA,MacDonald/Proctor,Nova Scotia,Badminton Doubles Mix,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=084de2c3-b215-4010-8d54-e7db8c4f3842&SetLanguage=en-CA,Martin/Tu,Saskatchewan,Badminton Doubles Mix,33
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d2899d9f-5df1-4691-bce5-c5d3eca60829&SetLanguage=en-CA,Martel/Chant,Alberta,Figure Skating Dance Pre-Novice Mix,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=113b5780-8162-47c1-b9cb-ec93d09ce4e4&SetLanguage=en-CA,MB,Manitoba,Table Tennis Doubles Male,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f7f2dc4e-d4f5-474f-ac75-56a320f2937e&SetLanguage=en-CA,MB,Manitoba,Ringette Female,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c2d34a68-7e7e-425f-a1d5-3ffd893db6c7&SetLanguage=en-CA,MB,Manitoba,Table Tennis Doubles Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6cafc5de-95f6-4c80-a2a2-2959edaf53c8&SetLanguage=en-CA,Mason/Pothier,Nova Scotia,Badminton Doubles Mix,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=576cee9e-e6c2-41db-97ba-ec14e52dc1c2&SetLanguage=en-CA,MB,Manitoba,Artistic Swimming Team Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=ff33e35b-0b44-4d4f-914c-67e47325e627&SetLanguage=en-CA,MB,Manitoba,Biathlon 3 x 7.5 km Relay Male,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e6ba58a0-50e7-4a5b-9707-8b7fa68a7c03&SetLanguage=en-CA,Mason/Proctor,Nova Scotia,Badminton Doubles Male,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=dc1cf1ee-541e-49b0-aeaa-4955db48fabe&SetLanguage=en-CA,MB,Manitoba,Squash Team Competition Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=64222bca-fa0a-43fb-aca0-53350cedc2e0&SetLanguage=en-CA,MB,Manitoba,Speed Skating Long Track - Team Pursuit Female,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b07ae201-87e0-4767-9ce1-40481b1dd32c&SetLanguage=en-CA,MB,Manitoba,Curling Male,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0f935855-d2e6-4a6f-a92f-441abfc410c7&SetLanguage=en-CA,MB,Manitoba,Archery Recurve - Team Mix,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2867077f-e330-42a3-8117-4ce09c5ac5a7&SetLanguage=en-CA,MB,Manitoba,Archery Compound - Team Mix,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1e7a6ff5-7d36-457f-bb0a-386ed7179c51&SetLanguage=en-CA,MB,Manitoba,Gymnastics Artistic - Team Event Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1011e187-a488-46c2-9d6f-76ca8048a383&SetLanguage=en-CA,MB,Manitoba,Wheelchair Basketball Mix,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=13f92f1c-26ae-4d32-bc08-5ff3a47f24d5&SetLanguage=en-CA,MB,Manitoba,Judo Team Competition Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d9fc666e-d984-460b-9dca-2a0039d3e07e&SetLanguage=en-CA,MB,Manitoba,Squash Team Competition Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=46027def-e61d-4bfe-9f5e-55b2179142f6&SetLanguage=en-CA,MB,Manitoba,Hockey Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1f010c20-c059-435c-8e43-9396daf9c200&SetLanguage=en-CA,MB,Manitoba,Gymnastics Trampoline - Synchro Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=09089691-8f94-4a81-975c-979c37b60d99&SetLanguage=en-CA,MB,Manitoba,Speed Skating Long Track - Team Pursuit Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1ccb1ca0-0105-4535-9cf4-a32672acaea8&SetLanguage=en-CA,MB,Manitoba,Speed Skating Short Track - Team Relay Male,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=959eecd4-12ec-44f7-bfe4-b5ff072d1d31&SetLanguage=en-CA,MB,Manitoba,Gymnastics Artistic - Team Event Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2a07ac96-838d-4862-8cf8-b03c08ec215a&SetLanguage=en-CA,MB,Manitoba,Hockey Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a0ba7161-b9d2-4baf-a2af-f25dc070aede&SetLanguage=en-CA,MB,Manitoba,Gymnastics Trampoline - Team Mix,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=4677d761-6452-4639-b52f-f1c998116cd7&SetLanguage=en-CA,MB,Manitoba,Biathlon 3 x 6 km Relay Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=dd46b21d-0916-486b-af39-c3f7f0d4c338&SetLanguage=en-CA,MB,Manitoba,Table Tennis Team Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1c5c8d8c-3a6d-4d68-bebf-d7fc8b6a3e27&SetLanguage=en-CA,MB-B,Manitoba,Cross Country Skiing Relay Mix,14
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=cf856d52-af2f-4ae4-9b9f-cf0149eb627a&SetLanguage=en-CA,MB,Manitoba,Gymnastics Trampoline - Synchro Male,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=40727af4-dbac-4d58-9921-fd23f8e0880d&SetLanguage=en-CA,MB,Manitoba,Curling Female,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=084d6b6f-937f-4236-81ba-feb7994f3438&SetLanguage=en-CA,MB,Manitoba,Table Tennis Doubles Mix,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=8c7283a3-c6c4-4016-ab1e-e244234765ae&SetLanguage=en-CA,MB,Manitoba,Speed Skating Short Track - Team Relay Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=121e3662-8022-4d42-b6e3-da130ac0d669&SetLanguage=en-CA,MB,Manitoba,Judo Team Competition Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=5b650aca-5f40-4a25-87a2-b18f3cd95398&SetLanguage=en-CA,MB,Manitoba,Table Tennis Team Male,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c5c8abe3-6e1e-46c3-9d43-27ad2ec5bb53&SetLanguage=en-CA,MB-A,Manitoba,Cross Country Skiing Relay Mix,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=5f831bd7-73cb-40b3-b5a7-74c4ee348fc1&SetLanguage=en-CA,Mocanu/Nguyen,Quebec,Badminton Doubles Mix,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6835f783-599a-401e-a5aa-c6d7e4551531&SetLanguage=en-CA,Mocanu/Zhang,Quebec,Badminton Doubles Female,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a39ee74d-2759-4a0b-8a7d-e51993d53aad&SetLanguage=en-CA,MB,Manitoba,Badminton Team Competition Mix,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f4627f8f-f036-4a82-a814-aa75069e8691&SetLanguage=en-CA,McQuilkin/Portz,Alberta,Figure Skating Dance Novice Mix,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=62df90a0-a1c3-4819-b5ef-75ee5a255794&SetLanguage=en-CA,Medeiros/Yip,Manitoba,Artistic Swimming Duet Female,15
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=16358966-fa28-4754-9fb1-dd87ea820337&SetLanguage=en-CA,Morneau/Nguyen,Quebec,Badminton Doubles Male,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0a646bf6-52d7-4d9e-a975-d21a4e21f383&SetLanguage=en-CA,Morrissey/Tang,New Brunswick,Badminton Doubles Male,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=00d241b3-22f1-4d6a-b59a-1a18750eedfd&SetLanguage=en-CA,NB,New Brunswick,Archery Recurve - Team Mix,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a30396f6-406d-4c87-8a78-0ec9dc3d7d86&SetLanguage=en-CA,Morrisson/Murdoch,New Brunswick,Artistic Swimming Duet Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=83dd248f-c00b-40d3-a430-195afc554836&SetLanguage=en-CA,NB,New Brunswick,Wheelchair Basketball Mix,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6961aa6b-d276-4b8f-b341-3fe411741fd1&SetLanguage=en-CA,NB,New Brunswick,Speed Skating Long Track - Team Pursuit Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=280f033d-786a-4049-9c3a-093dee4bf4e2&SetLanguage=en-CA,NB,New Brunswick,Biathlon 3 x 7.5 km Relay Male,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0e3bc7a1-580d-46f6-93cb-0694472fd9a7&SetLanguage=en-CA,NB,New Brunswick,Squash Team Competition Male,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0a9d9f21-1f1a-47e4-90da-380916524308&SetLanguage=en-CA,NB,New Brunswick,Speed Skating Short Track - Team Relay Male,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=5cc32850-f760-4834-a90d-0ab700c390cb&SetLanguage=en-CA,NB,New Brunswick,Gymnastics Artistic - Team Event Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d62f5bec-cc22-40f7-83f4-41d08bf3f291&SetLanguage=en-CA,NB,New Brunswick,Gymnastics Trampoline - Team Mix,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e4083e63-eac5-4407-98d3-1a4b81af76fc&SetLanguage=en-CA,NB,New Brunswick,Badminton Team Competition Mix,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=7512215b-85c3-424c-80da-42579800d3a7&SetLanguage=en-CA,NB,New Brunswick,Gymnastics Trampoline - Synchro Male,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=92b75a55-e901-47d4-a723-63cc75f755be&SetLanguage=en-CA,NB,New Brunswick,Squash Team Competition Female,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f4be03c9-96f0-4180-8191-f3bcf29960fa&SetLanguage=en-CA,NB,New Brunswick,Judo Team Competition Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0769c375-77f7-4343-b4f7-6aaf710c69b3&SetLanguage=en-CA,NB,New Brunswick,Gymnastics Trampoline - Synchro Female,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9897178c-cd8c-4c52-acbd-22d61aaf23e3&SetLanguage=en-CA,NB,New Brunswick,Hockey Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=8e0c65af-b009-4187-b81e-2453e549b74e&SetLanguage=en-CA,NB,New Brunswick,Biathlon 3 x 6 km Relay Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=655e3af7-e1a9-46ef-b7f3-ef393f50d30e&SetLanguage=en-CA,NB,New Brunswick,Hockey Male,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=8a7e74b0-4b60-41fd-9a33-6ff56266b89b&SetLanguage=en-CA,NB,New Brunswick,Curling Male,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=8da3cc6b-1bff-46fb-9182-7658cf2d7d90&SetLanguage=en-CA,NB,New Brunswick,Curling Female,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c5d6f582-5281-491c-a7f8-455458f008ca&SetLanguage=en-CA,NB,New Brunswick,Artistic Swimming Team Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=70eb172f-cc1d-42c2-b272-773f91469c61&SetLanguage=en-CA,NB,New Brunswick,Speed Skating Short Track - Team Relay Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=7ae8978e-33f9-4269-9490-939352e95f35&SetLanguage=en-CA,NB,New Brunswick,Archery Compound - Team Mix,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a5dedea0-2c75-41ac-b7bf-a4d5a7a1079b&SetLanguage=en-CA,NB,New Brunswick,Judo Team Competition Male,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1740d183-aca7-43c5-823b-c7dbaa98a827&SetLanguage=en-CA,NB,New Brunswick,Gymnastics Artistic - Team Event Male,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=3665055c-382a-4959-91b3-b3086d08f286&SetLanguage=en-CA,Newman/Pothier,Nova Scotia,Badminton Doubles Female,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9795473b-5bf6-4adc-a199-15c97b7b6860&SetLanguage=en-CA,Newman/White,Nova Scotia,Badminton Doubles Mix,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=22170167-b3db-4f30-8429-afd3e00bbad9&SetLanguage=en-CA,NB,New Brunswick,Speed Skating Long Track - Team Pursuit Male,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2fe8047f-0581-4ebe-a8cc-b7b9ee530c8e&SetLanguage=en-CA,NB,New Brunswick,Ringette Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=299d3a50-c11d-4a38-8fb7-fcd725145719&SetLanguage=en-CA,NB-B,New Brunswick,Cross Country Skiing Relay Mix,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b842b543-7b78-4181-97c6-9b88f5c72940&SetLanguage=en-CA,NB-A,New Brunswick,Cross Country Skiing Relay Mix,15
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0c626929-a9e9-4477-a764-e6225ecb93d6&SetLanguage=en-CA,Nichols/Tessier,Manitoba,Badminton Doubles Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=819bc6e9-81d2-43d8-ac79-7703d7c43620&SetLanguage=en-CA,NL,Newfoundland and Labrador,Curling Male,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=473035d3-2d31-4b46-b0a7-6b55f179fab5&SetLanguage=en-CA,NL,Newfoundland and Labrador,Table Tennis Doubles Male,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=4a390ae9-a4fb-4019-ae79-2c4175a5838a&SetLanguage=en-CA,Ngai/Wong,British Columbia,Badminton Doubles Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=7134471e-bfdc-45dc-b058-811ab444bdab&SetLanguage=en-CA,NL,Newfoundland and Labrador,Gymnastics Trampoline - Synchro Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=4779511d-2b0a-4ba1-85da-5a49aa6dc7c9&SetLanguage=en-CA,NL,Newfoundland and Labrador,Gymnastics Artistic - Team Event Male,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0c964de1-a790-4bfc-8a44-94b42f71eca0&SetLanguage=en-CA,NL,Newfoundland and Labrador,Judo Team Competition Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c4efc3ea-e23c-48e5-a220-b8c56d231ba9&SetLanguage=en-CA,NL,Newfoundland and Labrador,Speed Skating Short Track - Team Relay Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=16a2b979-8468-41fd-ad69-c79d86792d2b&SetLanguage=en-CA,NL,Newfoundland and Labrador,Squash Team Competition Female,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=76b95d36-2330-49b7-8dda-4cb92e57a2b7&SetLanguage=en-CA,NL,Newfoundland and Labrador,Artistic Swimming Team Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=04564d0b-db7b-449a-8c18-a5d8529162a2&SetLanguage=en-CA,NL,Newfoundland and Labrador,Table Tennis Doubles Mix,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=92ec046e-e776-4f52-822c-b79ab126ab73&SetLanguage=en-CA,NL,Newfoundland and Labrador,Badminton Team Competition Mix,12
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=38861f3a-6590-4cf5-b286-43c30f91f8d3&SetLanguage=en-CA,NL,Newfoundland and Labrador,Speed Skating Short Track - Team Relay Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e72af4f5-1749-4d39-b635-cf02ee3525b9&SetLanguage=en-CA,NL,Newfoundland and Labrador,Table Tennis Team Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9e5310a3-1bc9-4f3b-93e9-d2ce53052486&SetLanguage=en-CA,NL,Newfoundland and Labrador,Squash Team Competition Male,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=4323ecd6-2b2a-4654-853c-01bd1ce54446&SetLanguage=en-CA,NL,Newfoundland and Labrador,Hockey Male,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=bb95c64f-45b7-4f2e-9f72-2dc1dc1591bf&SetLanguage=en-CA,NL,Newfoundland and Labrador,Judo Team Competition Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=cc05c8e4-7b52-498f-9f2b-1dd7e3a127d0&SetLanguage=en-CA,NL,Newfoundland and Labrador,Curling Female,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=67cf2f65-a9da-48c2-8a07-1d26fbad6016&SetLanguage=en-CA,NL,Newfoundland and Labrador,Biathlon 3 x 7.5 km Relay Male,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=075c5a36-92f2-4b92-b933-30b551818488&SetLanguage=en-CA,NL,Newfoundland and Labrador,Gymnastics Trampoline - Team Mix,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1b29df6c-ae22-4c51-857b-3a86524581ac&SetLanguage=en-CA,NL,Newfoundland and Labrador,Table Tennis Doubles Female,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b17307d8-8588-43d2-861c-f0ae5d283eae&SetLanguage=en-CA,NL,Newfoundland and Labrador,Biathlon 3 x 6 km Relay Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=59cf2ac9-7c31-4b44-baf0-e696098864b6&SetLanguage=en-CA,NL,Newfoundland and Labrador,Gymnastics Trampoline - Synchro Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a73022e8-ed52-4a21-b21c-e5c141e39fa7&SetLanguage=en-CA,NL,Newfoundland and Labrador,Table Tennis Team Male,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6879bc2f-4e77-42d9-85df-de7b8b227a60&SetLanguage=en-CA,NL-A,Newfoundland and Labrador,Cross Country Skiing Relay Mix,13
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=05db0fc3-4f7b-4627-9907-143becfa2cb5&SetLanguage=en-CA,NL-B,Newfoundland and Labrador,Cross Country Skiing Relay Mix,16
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=01eea213-10b6-4b9a-ab33-e07ffcab656f&SetLanguage=en-CA,NL,Newfoundland and Labrador,Gymnastics Artistic - Team Event Female,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a086a1e2-7e4f-4863-b34d-e833cbbaa18b&SetLanguage=en-CA,NL,Newfoundland and Labrador,Wheelchair Basketball Mix,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0b384435-05b1-45f9-bb14-120d1412a067&SetLanguage=en-CA,NL,Newfoundland and Labrador,Hockey Female,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=34e43063-e38f-440a-8a1b-567e3fcb4f56&SetLanguage=en-CA,NS,Nova Scotia,Archery Recurve - Team Mix,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e4d904b2-2b37-4bb4-ab90-4ecb3c970a5e&SetLanguage=en-CA,NS,Nova Scotia,Biathlon 3 x 7.5 km Relay Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a1b89647-ab5d-4591-a8aa-4c99c8ad70a7&SetLanguage=en-CA,NS,Nova Scotia,Archery Compound - Team Mix,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=90401868-4cc6-4a49-bb24-1f78066fe9ba&SetLanguage=en-CA,NS,Nova Scotia,Cross Country Skiing Relay Mix,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d499de53-f4ef-4c6c-bf4f-2d8c643a4deb&SetLanguage=en-CA,NS,Nova Scotia,Table Tennis Doubles Mix,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b91a1d5e-3213-4148-aa45-30d1e1a79a9a&SetLanguage=en-CA,NS,Nova Scotia,Curling Female,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2e13b2cc-2274-440e-b955-4a52a9282595&SetLanguage=en-CA,NS,Nova Scotia,Curling Male,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=65b421e1-603e-4954-beb0-57041ce23cce&SetLanguage=en-CA,NS,Nova Scotia,Ringette Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=7e4e14a7-c182-4495-b2e7-3d88669b109c&SetLanguage=en-CA,NS,Nova Scotia,Table Tennis Doubles Male,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=761fc723-081c-4311-bb56-b5c4075783e6&SetLanguage=en-CA,NS,Nova Scotia,Squash Team Competition Male,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9de73e20-a5ac-4963-ad0f-c133e4ba155b&SetLanguage=en-CA,NS,Nova Scotia,Gymnastics Artistic - Team Event Male,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=de2ce380-7d97-4279-8072-bfa4fede98ec&SetLanguage=en-CA,NS,Nova Scotia,Biathlon 3 x 6 km Relay Female,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a51766b8-b179-4303-8a5a-13ac067dad38&SetLanguage=en-CA,NS,Nova Scotia,Speed Skating Long Track - Team Pursuit Male,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e6f39390-2f36-4b85-963d-bd918899b443&SetLanguage=en-CA,NS,Nova Scotia,Gymnastics Trampoline - Synchro Male,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6df53a92-8cc9-4419-82bc-0a383eea330b&SetLanguage=en-CA,NS,Nova Scotia,Wheelchair Basketball Mix,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=06a8463d-4bbd-4454-b11f-c4d61a101191&SetLanguage=en-CA,NS,Nova Scotia,Speed Skating Short Track - Team Relay Male,10
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9756dbb9-271e-431a-b247-c692bb597561&SetLanguage=en-CA,NS,Nova Scotia,Judo Team Competition Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2c276844-6d38-4cb5-ac19-e03ed331bf02&SetLanguage=en-CA,NS,Nova Scotia,Gymnastics Trampoline - Synchro Female,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c8f81329-5426-4491-9722-e115ae9e6d91&SetLanguage=en-CA,NS,Nova Scotia,Squash Team Competition Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d285531a-0685-4dd8-9f42-c3537162f3b5&SetLanguage=en-CA,NS,Nova Scotia,Badminton Team Competition Mix,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=4e764465-45a3-4238-ac20-da27cf40adba&SetLanguage=en-CA,NS,Nova Scotia,Hockey Female,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6614441f-6398-4d8f-bc51-f454274a974f&SetLanguage=en-CA,NS,Nova Scotia,Speed Skating Short Track - Team Relay Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b8115d17-ee5d-49b6-b3f4-7246b7afc07e&SetLanguage=en-CA,NS,Nova Scotia,Speed Skating Long Track - Team Pursuit Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d9133339-1de5-4528-89ef-77f1e83d4b13&SetLanguage=en-CA,NS,Nova Scotia,Judo Team Competition Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=205c9ca3-a203-4d07-a266-7f31284e2e47&SetLanguage=en-CA,NS,Nova Scotia,Table Tennis Doubles Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=600f80d2-bf18-48f1-abcd-9413a3fcf0c8&SetLanguage=en-CA,NS,Nova Scotia,Gymnastics Trampoline - Team Mix,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=509df046-d942-4680-829b-e4737391bbff&SetLanguage=en-CA,NS,Nova Scotia,Artistic Swimming Team Female,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=13d5fc1d-380e-40e1-877e-b0280c8bba0a&SetLanguage=en-CA,NS,Nova Scotia,Hockey Male,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0aa20766-ef4e-4756-89e3-96184a74cba7&SetLanguage=en-CA,NS,Nova Scotia,Table Tennis Team Male,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9e7e21ce-ff2e-49c9-b472-526714fbac2e&SetLanguage=en-CA,NT,Northwest Territories,Gymnastics Artistic - Team Event Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b7c7db1e-3706-4681-b12a-4fb25d33790a&SetLanguage=en-CA,NT,Northwest Territories,Curling Male,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=084e9ccf-382d-40e5-acbd-7fac72efefda&SetLanguage=en-CA,NS,Nova Scotia,Table Tennis Team Female,8
